platform,answer_id,question_title,comment_user,comment_text,comment_likes,comment_time,crawl_time
知乎,1932024350502032371,,匿名,有的豁然开朗，最近网红的赚钱能力火的不正常。,0,2025-07-28,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,没有利益纠葛之前都是好朋友，之前张汪也是好朋友,1,2025-07-28,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,qq音乐旺仔小乔的年轮已经下架了，你说她之前在哪买的授权[思考],1,2025-07-28,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,有没有可能人家网红以为张是原唱，网红交了钱给张，得到了演唱权利，然后阴阳一发汪，结果汪不干了。张因为收了钱，但是实际歌曲的版权在汪这里，张不知道是想钱想疯了呢还是单纯的蠢，配合网红发了个唯一原唱的声明，导致现在自己也唱不了。,0,2025-07-28,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,看了下，原唱没啥卵用  查看图片,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,那么丑怎么推哦，哎,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,你要演唱会唱这不行    分私下和公开    这老板是歌手   没说你不是原唱     你说唯一这    你这歌买断了没    就敢说唯一[思考]     ,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,看有人说旺仔小乔可能是和张碧晨那里买的版权 所以,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,那是必然的呀,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,有一种行为叫做邀歌，[思考]大部分都是购买了演唱权，或者直接把歌曲全部版权+后续收益拿下但是保留著作权人的演唱权，范玮琪最初的梦想购买的是中岛美雪的改编权，有些人邀歌购买版权之后[赞同]，有的歌火，有的歌不火，所以就有了著作权人回收版权这个说法，林俊杰就二次演唱过[思考][思考]我在只手搜“收回授权看待”看到了详细的说法[赞同][赞同],0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,这种情况才符合利益关系，不然想破脑袋都想不通张碧晨为啥这么刚，唯一原唱如果没有利益挂钩怎么可能争到这种[思考]撕破脸的程度 [飙泪笑][飙泪笑]我在只乎搜“争吵大站”看到他们争吵的过程简直太炸裂了吧[赞同][赞同],0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,家里有背景呗,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,唯一解释就是张碧晨收了钱，只能站网红。,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,但是QQ音乐有旺仔小乔年轮授权的标，她没找汪，你猜授权咋来的,3,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,路径依赖了[飙泪笑],0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,为什么要信？通常学历低，工作差的人就特别喜欢相信别人的成功都是靠背景和关系，而不是靠努力和付出。,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,真投名状的话不是应该促成授权吗？现在搞成两败俱伤是帮倒忙了吧？,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,对吧，她真是全靠实力撑着呀。她咋不上歌手,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,我也觉得    肯定如果不这样说  就有违法或者违约的事情    ,0,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,应该是，就是那种双方签订了什么合同的，只要张承认版权不在她这，或者原唱不是她的，那就违约了之类的，不是辩解，不然我实在想不出为什么干这种费力不讨好的事,1,2025-07-27,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,肯定收授权费了吧？没收的话为啥要站一个不熟的网红？傻子都知道站哪一边[捂脸],4,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,吃了一晚上瓜，看到你这评论直接笑喷了[捂脸] ,0,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,洗脑也没用，这从商业利益的角度去思考，旺仔小乔能花几个钱去买授权？如果张碧晨要价贵了，旺仔小乔为啥不直接花钱去找汪苏泷？如果张碧晨要价不贵，那张碧晨图什么？这事本质就是汪苏泷在年轮十年到期后不愿再授权给张碧晨而引发。[大笑],0,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,为什么不能信,0,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,那就红四代呗,0,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,不对的，一般像ds说的这种情况是歌手买断了这首歌的情况下争原唱才有意义，现在是录音制作版权是在那两个海蝶公司那里的，著作版权是在汪苏泷这里，花千骨剧组也只是买了影视版权用于宣发，张碧晨就算争赢了也没有意义，也许就是因为她没有和汪苏泷签订协议谈拢版权问题，所以汪苏泷才会一直主张双原唱，因为她一直以来她都是白嫖的，人家只是不该意思和她撕破脸罢了。,2,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,不是吧  那个歌给了很多人唱吧,0,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,哈哈哈，根本原因是因为张收网红的钱了，给的授权[捂嘴][捂嘴][捂嘴],0,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,别质疑这个阶层的人 谁也不比谁聪明  （猜测）已经给人家牛奶英雄签约版权收钱了…白纸黑字写好了 假如张认怂了就是要违约金的 都是钱啊  天价违约金和汪撕破脸以后不唱年轮  张选了撕破脸…,0,2025-07-26,2026-05-29 17:53:29
知乎,1932024350502032371,,匿名,对，这才是合理的解释。不然何必撕破脸,0,2025-07-26,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名, 查看图片,0,2025-08-05,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,逆天，我只说他们有协商，且协商肯定失败了，谁有理我有说？,0,2025-08-04,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,谁欺负她呀，只有她背刺恩人。朋友。别人的东西收回去就叫欺负她？捡不到便宜就是吃亏了你属于是。,0,2025-08-04,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,协商不成功就一定汪有理？？？强盗逻辑,0,2025-08-04,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,被人欺负到头了，就不允许反抗，以后汪自己的歌自己唱吧，也没人会用他的歌了,0,2025-08-04,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,后面没看完就看前面了，张国内外都有几首有演唱会要开，而且最近忙着换曲目重新彩排忙死了,0,2025-08-03,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,不是说她演唱会门票卖不出去吗？又没演唱会了？,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,小朋友，不要浪费时间在这种事情，我只认为原唱和版权是两个事情，不存在争议，希望水军不要继续混淆视听，让更多不明的人更不清晰。认为谁侵权了，就去起诉对方，但起诉也是分版权或其他原因的。路人也看不下去……至于你说的理所当然的思路，我就笑笑，不再评论[捂嘴],0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,这件事尊重自己的智商学历和法律常识也不可能在如此清晰的案件中站错队，我宁愿相信你是不够了解情况,1,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,你去看了吗，他已经把前因后果说的很清楚了，之所以张碧晨方一直在想把水搅浑而不提官方定论就是因为她知道自己不占理，你要是说各地文旅是跟风也就算了，你现在说中央政法委机关报也错了是吗？,1,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,官媒有定论？官媒发布也不是判决书，你的论据不充分，也没有看明白我的意思。水军什么的别扯我。中立留言，一堆不懂的把署名权和版权偷换概念，看不下去而已。原唱约定俗成不存在争议，版权清晰也不需要争议。路人看不过的的拿版权来原唱署名权，没必要，也不地道。原唱没有版权，越权授权起诉追求责任就好，何必天天刷热搜，惹出一大班头脑不清晰的在这里乱扯。,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,你是说当年大家不认识三巨头汪苏泷吗？？？？,3,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,你这样，你点开法制日报对这个事的分析，这你总不能说它不懂法吧？人民日报也发文了，你要是说这两个也在胡说八道那我也没办法了,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,他自己编的,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,搞错顺序了，张碧晨没说话的时候，汪苏泷就已经收回版权了,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,事实就是这事过后她的处境更差了，比承认或者不理会双原唱的说法更差。整个团队都显得极不专业，幼稚,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,这是个客观事实的事情，如果合同约定了汪也是原唱，也就没这么多事了，真是因为没有约定，所以张认为我是第一个唱的我就是原唱（行业惯例），汪觉得自己有版权，自己唱的也收录了，自己也是原唱，但是行业惯例标准啥的，没有明确规定呀…所以才会争,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,汪有啥依据，合同没约定谁是原唱，自己也不是第一个唱（公开发行），他说自己是原唱就是原唱（他自己认为），但是行业惯例就是首次公开发行是原唱，至于你想让自己是原唱只有一个办法，就是合同约定了，自己也是原唱，那你拿合同呀…炒舆论有啥用,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,确实没错呀，版本在他是事实，但是他又不是第一个唱的，电视剧插曲用的也是张唱的,0,2025-07-30,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,首先，本人纯吃瓜，工作跟IP沾点边。吃瓜过程发现有一大片没有理顺逻辑的，为何要把苟且当正常？原唱也是或只是一个署名权，没有在法律上定义不代表不存在，应是首先公开发行的演唱者。夕阳之歌为何要比千千厥歌早一天发行？我看着应该是原唱之争，怎么变成了版权之争？这个升级就质变了，利用歌曲大版权去争原唱署名权，体现人品了。原唱为什么要争，不单演艺界、文学届、科学界对署名权都很很看重，但在社会中，很多老板在专利,0,2025-07-29,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,看完了你说的这些，更觉得张碧晨情商低了。汪苏泷从来没有否认张碧晨的原唱，他宣称的是双原唱。且不说谁对说错，就看目前形式吧，汪苏泷已经有一定定位了，你且不管十年前是不是落魄，就说现在人是不是已经起来了，还想着拿10年前那套压人。我作为一个局外人真的看不懂张承认双原唱能有什么损失，卖别人一个面子，共同赚钱，粉丝也不会因为多了一个原唱就抛弃她。她现在这样掀桌子，不仅舆论上翻车，实际利益也翻车，是不是别人,1,2025-07-29,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,别人是有说邮件然后有当时音乐制作人认证双原唱的（这是汪说法立得住脚的地方-人证），还有你张签的啥合同是和海蝶的和汪苏泷方没有任何关系，汪苏泷没有告知义务。你主张唯一就请你拿出唯一的排他证据或者证人。,0,2025-07-29,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,这个人你不认识吗？至少活跃一年了，每次热点话题都在评论区发表逆天言论,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,"我给你解释下吧,你这个是要看背景哦,背景是10年前,谁认识他汪苏泷是谁呢,举个例子,我是一个非常小的公司,我发明了一个先进的产品,有发明专利,产品权利是我的.但是我公司太小了,就想着尽快推出这个产品,我到处求人,到处报名各种活动,到处找销售渠道,期间我自己也卖,但是也没卖出去几个. 然后就有个大公司说我可以帮你卖 ,你肯定说好,成本价给你,我一分钱不赚,能卖火就行,大公司说,那没问题. 大公司非常",0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,"我给你解释下吧,你这个是要看背景哦,背景是10年前,谁认识他汪苏泷是谁呢,举个例子,我是一个非常小的公司,我发明了一个先进的产品,有发明专利,产品权利是我的.但是我公司太小了,就想着尽快推出这个产品,我到处求人,到处报名各种活动,到处找销售渠道,期间我自己也卖,但是也没卖出去几个.  然后就有个大公司说我可以帮你卖 ,你肯定说好,成本价给你,我一分钱不赚,能卖火就行,大公司说,那没问题. 大公司非",0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,敢堵人门口叫嚣🦈人，点名中央的涉黑大佬，你说张碧晨怕不怕吧。,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,没有必要谈什么道歉，大家都是吃瓜群众[吃瓜][吃瓜][吃瓜]我之前也说了“这歌原唱还在撕的过程中， 不太好界定，等撕完了再看结果”。目前只有花千骨OST确实有两首这个佐证以及大象音乐老板出来说话（这个不能作数，这人跟汪一起开的大象），还有关键的剧组和海蝶等都还没发声。不过他们完全也没有必要发声，没好事还惹得一身骚，就像没弄懂张跑出来说什么唯一原唱，争或不争她都是无可争议的原唱（或原唱之一），小乔跳,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,张碧晨以为《年轮》是她和汪的‘孩子’，就像当初“是的，我们有了孩子”事件一样，她说了就算。。。汪哥不是那个男人，汪哥也不可能被拿捏住。哈哈哈哈,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,剧里没有他唱的，剧方找的海d，他没有同年海d公司的制品。当然如果他晒h同如果有写明双yc我就道歉,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,那你还是没有弄清个人歌曲和OST歌曲的区别，OST歌曲就是经常会找多个人唱，同期制作，错峰发布，当然也有不发布的，双原唱很普遍，甚至还有三原唱，花千骨OST发布的时候就包含了两首，OST就按照OST的规则来，毕竟作者是写给花千骨的而不是写给张的,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,后面不能唱也不影响是原唱的，又不能穿越时空,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,这歌原唱还在撕的过程中， 不太好界定，等撕完了再看结果，个人歌曲和OST歌曲对于原唱的界定是不一样的。云朵那个明确的原唱，版权到期照样能被收回，然后不能唱，只能说还是自己创作或者买断版权才是明智的选择[思考],0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,对呀，别开除人编曲老师,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,编曲人的春天来了？音乐法商图谱中最特殊的权利空白地带 wow，搜索了下最近编曲也获得法律支持了，不过对于演唱者，只有表演者权，没有什么原唱权,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,也不应该抹杀张原唱,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,法律也没有原唱 他现在跳出来说他是原唱，法律有嘛他就认,1,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,当然，以上也并非要抹杀编曲者的贡献，至少法律在目前就是这样的,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,因为法律不支持所谓的编曲权，“司法实践中对于音乐作品的作者限定为词曲作者，并未将编曲者纳入其中”，“编曲往往出现于词曲创作完成之后，没有改变原曲的基本旋律，同时无法脱离原曲旋律而独立存在，因此不具有独创性。同时认为音乐作品中曲的独创性表达在于旋律，而不包括非旋律元素”,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,他就这样so low剑魂他演唱会，上歌手节目也写自己是原唱开除李 一直就这样,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,汪晒证据都只敢晒邮件不敢合同，张不知道双原唱的事情，除非她们签阴阳合同。你合作不跟歌手说好，等别人唱了十年说你不是唯一原唱,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,网红搁抖音上唱谁管啊，都搁上海体育馆唱了，商演性质演唱会啊，票价都赶上二线歌手了。上海体育馆每首歌都给报备版权的，版权费不出上去唱歌那能不管吗[思考] 就跟方正字体一样，你老板姓交文档自己用一用谁找你啊，你今天给人设计个招牌用了不交版权费试试，方正就吃这种官司的，除非对方交不起钱的那种不打，不然都会去打官司的。 ,1,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,那小旺唱的更火,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,那这说明汪苏泷没在瞎说，是双原唱。张要发啥声音？原唱不够，得把汪的原唱去掉？标上张唯一原唱？,3,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,汪的权利，张摔的什么破罐子？她不能正常点好好告别一下么，尊重一下创作人？非要作死？,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,但是这歌的制作人说了项目初始就定的双原唱。,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,我猜是不是因为版权在自己手里，所以哪怕一部分工作是雇佣别人完成的，依然可以说“都是我的”。,1,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,"我想说的其实更残酷
就是抛开OST
张碧晨已经被单依纯黄霄云这种新生代抛在身后
别说打星辰大海了，能打的过珠玉的歌一首也没有（也可能是我孤陋寡闻，请指正）
如果年轮事件影响了她OST女王的地位，那更是前景堪忧",1,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,所以我说差不多，又没说一模一样，你这个不就是摆事实说她们就是差不多哦。,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,扯了这么多，不还是协商不成功？我逻辑有没有问题？,0,2025-07-28,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,应该平台的锅，因为张承认了诛仙是双原唱，而且扣扣音乐之前还把记念的原唱标给了旺仔小乔,1,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,这楼里的人有点天真，不会以为汪真的是针对网红的吧？网红四年前就有这个言论了，他当时不去针对？现在翻出来到底针对的是谁啊？真他么天真小白。别人都等闪现cd准备杀你了还想着对面只是过来补个刀。,0,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,海蝶选了张碧晨唱歌，就是，她的唱功。比汪苏泷好了。这是啥结论！花千骨制片人选了她，无非是和电视剧内容比较契合。不管是曲，词，唱，都是服务这个剧的。选了她的声音，大概率是内容契合。而不是她唱的好吧！看着无脑吹，又是两人对比啥的，争原唱啥的。这不是一个人Diss另外一个人的好方向。,1,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名, 查看图片,0,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名, 查看图片,0,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,"就是，汪苏泷很有技巧，我今天开始不给你唱，到你演唱会结束之后，我再给张碧晨唱，结果张碧晨背刺[思考]
",0,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,应该是网红找张买了版权（但是张没有权授权，可是收了钱）。因为她演唱会得唱，但是事情闹大了，张不回应就违约了,1,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,一般说谁的歌指的是演唱者。,0,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,正常支付是怎么支付？就是按照双方约定条件支付。问题现在合同不允许，你唱你大坝,0,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,她要么就花钱卖断版权呗，只有许可确实可能被拿捏。有些不出名的音乐人也愿意转让版权，但是买的歌能不能火还得看她有没有选歌眼光了,0,2025-07-27,2026-05-29 17:53:29
知乎,1932021247421687443,,匿名,真是昏招，就算不是原唱，唱的好大众认可也可以是代表作,0,2025-07-27,2026-05-29 17:53:29
知乎,1934224295317472857,,匿名,他们官宣我们有一个孩子的时候，是郑爽被爆代孕还弃养，大众对比一看，感觉也没有那么难接受了[飙泪笑],0,2026-05-19,2026-05-29 17:53:29
知乎,1934224295317472857,,匿名,能在自己演唱会说别人给她写歌。实际她只是第三方邀请她去唱,0,2026-05-02,2026-05-29 17:53:29
知乎,1934224295317472857,,匿名,华晨宇是一开始就造势了。那时候他的黑料突然满天飞，所以瓜砸下来才跌成这样,0,2026-05-02,2026-05-29 17:53:29
知乎,1934224295317472857,,匿名,你是当年爬他们床下了吗，这么笃定，现在任何避孕措施都无法百分百避孕，要不先了解了解再发言吧,0,2026-04-17,2026-05-29 17:53:29
