post_id,url,keyword,publish_time,author_name,author_type,text,repost_count,comment_count,like_count,topic_tag,crawl_time
5192314130530481,https://weibo.com/2318910945/PCJvL2e09?refer_flag=1001030103_,张碧晨 年轮,2025年07月25日 15:13,新浪热点,媒体,【 #花千骨制片人回应年轮争议# 】对于近期《年轮》原唱争议，有网友认为是《花千骨》剧方请汪苏泷写了《年轮》作为插曲，并邀请汪苏泷和张碧晨分别演唱了男女版本。 #张碧晨方称享有年轮永久演唱权利# 对此，，她称该剧的OST除了《是夜》《不可说》《疤痕》之外，都是与海蝶音乐合作的。剧方是从海蝶提供的众多歌曲里盲选的《年轮》，当时海蝶提供的是张碧晨演唱的版本。因为当时很多歌手和创作者都和海蝶音乐有签约，所以剧方对于海蝶音乐和汪苏泷、张碧晨之间的合作细节并不知情。（腾讯娱乐） 收起 d,602,8456,67134,花千骨制片人回应年轮争议;张碧晨方称享有年轮永久演唱权利,2026-05-29 16:18:12
5192387968108888,https://weibo.com/1700720163/PCLqQy1uw?refer_flag=1001030103_,张碧晨 年轮,2025年07月25日 20:07,钱江晚报,媒体,#年轮纠纷撕裂了谁的体面# 旺仔小乔的一句“我认定的事不会改”，成功让《年轮》从KTV金曲沦为“法考真题”。这位网红的惊天一锤，砸出了音乐圈十年难遇的割席场景：两个原唱在热搜上互相递交“出生证明”，一夜之间，音乐版权也再度被拽回到公众视野中。 7月25日凌晨的互联网，注定不平静。0点刚过5分钟，汪苏泷工作室发文，宣布收回歌曲《年轮》所有商业演唱授权。15分钟后，张碧晨工作室的声明也来了，坚称张碧晨是“无可争议的唯一原唱”。 当旺仔小乔在直播间斩钉截铁宣称“《年轮》原唱只有张碧晨”时，她可能未曾想到，这句话会如同多米诺骨牌一般，推倒两位好友甚至整个行业的体面。 随后，音乐平台的标签操作让局势愈发无法挽回： QQ音乐在7月23日移除了张碧晨版《年轮》的“原唱”标识，仅标注为“演唱者”，而汪苏泷版本却仍保留“原唱”标签。 这一操作瞬间点燃舆论风暴。尽管平台在数小时后恢复标识，但裂痕已然产生。 汪苏泷方的终极态度在7月25日凌晨到来——收回《年轮》所有商业演唱授权，同时确认《梦幻诛仙》为双原唱模式。这一合法但凌厉的版权杀招，直接将张碧晨推入尴尬境地：她的录音版本仍可传播，但未来商演若唱《年轮》，将面临侵权风险。 张碧晨工作室则以国家级版权登记和十年前的首发记录为凭，强调其“无可争议的唯一原唱”地位。至此，十年合作伙伴，在版权战场上以一种特殊的方式相见了。 《年轮》版权之争，深植于2015年《花千骨》OST发行时的“双黄蛋”策略：张碧晨女声版（6月15日）与汪苏泷男声版（6月30日）先后落地。这本是行业心照不宣的“并行宇宙”（比如《知否知否》的胡夏与郁可唯版本）。但音乐平台的混乱标注，算是积了妥妥的“反向赛博功德”：网易云音乐勤恳标注“双原唱”，QQ音乐标签随心而动，此次更是上演了单方面“摘牌”的迷惑行为…… 法律定义的空白则让争议陷入死局。《著作权法》未对“原唱”作出明确定义，音著协人士坦言：“若合同未明确约定，创作人与首唱者均可能被认定为原唱”。 2015年那份尘封的合同细节，成了悬在空中的达摩克利斯之剑。汪苏泷昔日那句戏谑——“这首歌除了张碧晨，其他都是我的”，在今时今日看来，竟充满了“预见性”。 在规则模糊的荒原上，创作权与表演权这对本应共舞的伙伴，被迫上演了相互推高地的生死搏杀。 举个更形象的例子，如今的汪苏泷握着作品“不动产权证”，张碧晨只有十年租赁合同，而网红们举着手机在楼盘前拼命搞探房直播，网易云坚持“双胞胎业主”认证，QQ音乐连夜铲除张女士门牌号，酷狗音乐干脆挂出“产权争议中”的免责声明……十年树木年轮静好，十年金曲却陷入了“房产证加名”大战。 在内娱，很多事情都办得稀里糊涂的。汪苏泷行使版权收回权，无疑是法理框架内的“标准动作”。但这也不可避免地撕裂了音乐创作中微妙而珍贵的“共生肌理”。我们已经无数次见过类似的剧情，当版权之手轻轻一拨，表演者倾注心血、赋予歌曲灵魂乃至市场生命的巨大贡献，便有可能在法律天平上骤然“失重”。 《年轮》困局的背后，值得思索的，还有这些年来的OST产业。 2015年，张碧晨版《年轮》依托《花千骨》破圈，其传播逻辑本质是“剧带歌”。音乐作为剧集附属品，价值在于提升观众沉浸感，在国内制作预算常常不足总投资的1%，词曲作者与演唱者也大多是收取一次性劳务费，鲜少参与后续分成。这种“剧红歌红却难变现”的尴尬，恰如一些资深制作人所言：“把OST单拎出来赚钱？简直是天方夜谭！” 可想而知，作为电视剧的“过继儿子”，一首OST在诞生之初，本就带着未知的“命运”，一旦日后这个儿子发达了，此前模糊不清的版权规则，可能就成了埋着的雷。 一边是“创作与演唱权益割裂”的风险：汪苏泷作为词曲作者享有长期版税，而张碧晨虽以“剧用版”奠定大众认知（音乐平台1400万+的收藏量，远超汪苏泷的近500万+），其表演者权（邻接权）却难以从后续流媒体播放、翻唱授权中分羹； 另一边是“双版本”的风险：OST为适配剧情常衍生多版本（如男女声、角色曲），但行业缺乏对“并行首发”权益的约定模板。当《年轮》双版从“艺术互补”走向“版权互斥”，一旦收益分配规则缺席，再加上有旺仔小乔这样的“火星”，争议很容易就像老房子那样一点就着。 别墅里面唱K，旺仔小乔就是那条没头没脑的“银龙鱼”。除了混淆“原唱”与“版权”的基本概念，她一面在直播间笃定地“指认”原唱，一面竟然还接受粉丝花抖币点唱《年轮》。版权方在流量变现的狂欢中，好像又被遗忘在了角落。 但局面已经无法挽回——旺仔小乔自身掉粉60万的代价，与这场闹剧对行业生态造成的震荡相比，不过是茶杯里的风暴。 目前来看，“年轮大战”的硝烟里，是“三输”的局面——汪苏泷背负“断人财路”的指摘；张碧晨痛失以代表作进行商业演唱的自由；而那些曾在旋律中寄存青春记忆的听众，则被迫见证了喜欢的歌曲沦为规则漏洞与利益博弈的祭品。 回望汪苏泷与张碧晨曾在聚光灯下携手演绎《年轮》的画面，恍如隔世。版权江湖也再一次用规则提醒所有人，在流量与创作的天平上，情感共鸣永远是最脆弱的砝码。（潮新闻 记者 陈宇浩） L 钱江晚报的微博视频 收起 d,1716,9847,208367,年轮纠纷撕裂了谁的体面,2026-05-29 16:18:12
5303705840912409,https://weibo.com/6420887586/R1ypa3Pmh?refer_flag=1001030103_,张碧晨 年轮,今天00:24,全糖月月狂吃不胖,普通用户,《年轮 - 张碧晨》这是我在回森唱的，等你一起合唱哦 O 网页链接 O 网页链接 ​,0,0,0,,2026-05-29 16:18:12
5303627281600736,https://weibo.com/7930841762/R1wms6Iqk?refer_flag=1001030103_,张碧晨 年轮,05月28日 19:12,祁什么晨,普通用户," 张碧晨超话 zbc #张碧晨新歌别等啦出发吧# zbc #张碧晨年轮# ""你是我无法写的野蛮玫瑰,也是我寻求一生也得不到的明月"" @张碧晨 ​",1,2,0,张碧晨新歌别等啦出发吧,2026-05-29 16:18:12
5302929889690226,https://weibo.com/7262596837/R1edCEERY?refer_flag=1001030103_,张碧晨 年轮,05月28日 01:13 转赞人数超过200,许愿间,普通用户,你们有没有发现 张碧晨和汪苏泷撕过之后 明眼人都看得出来，她整个人不一样了，她的面相变凌厉了。 ​张碧晨和汪苏泷因为年轮的版权问题，两个人互撕得很厉害。 ​当时两家粉丝也吵得翻天覆地，最后是以汪苏泷收回版权结束。 ​不过版权这事，大部分网友都是站汪苏泷的，张碧晨的口碑，也随之崩塌。 ​这次张碧晨上歌手，不少人都觉得她变了，面相看起来都凌厉了。 ​以前的张碧晨不是很漂亮，但还是蛮甜美温柔的。 ​可现在整个人气质都变了，看起来不好惹又很精明的感觉，面相不讨喜了。 L 许愿间的微博视频 收起 d,6,42,315,,2026-05-29 16:18:12
5303304808568490,https://weibo.com/6478582661/R1nYkzX3s?refer_flag=1001030103_,张碧晨 年轮,05月27日 21:51,CFBDSIR2149-mo,普通用户,张碧晨《年轮》（《花千骨》电视剧插曲） K 年轮 @QQ音乐 ​,0,0,0,,2026-05-29 16:18:12
5303277374934845,https://weibo.com/5824592287/R1ng5kHMh?refer_flag=1001030103_,张碧晨 年轮,05月27日 20:01,张阳的日常,普通用户,张碧晨靠《年轮》吃了十年饭，汪苏泷一纸声明收回授权，她立刻宣布永远不唱这首歌。 2015年《花千骨》播，张碧晨唱的《年轮》先火，甜度拉满。 汪苏泷男声版晚半个月上线，两人当时还微博互动过。 她靠这首歌拿商演、上晚会、刷存在感，粉丝一口咬定她就是原唱，汪苏泷只是挂名的词曲作者。 2025年7月，网红旺仔小乔随口一句“原唱只有张碧晨”，直接引爆话题。 两方粉丝撕得停不下来。 张碧晨工作室声明里坚持“唯一原唱”，汪苏泷那边翻出十年前合作合同，白纸黑字写着“双原唱”。 合同邮件截图甩出来后，路人全倒向汪苏泷。 7月25日凌晨，汪苏泷对接号发文，说收回《年轮》所有演唱授权。 张碧晨工作室立刻回，宣布她今后永远不唱这首歌。 网友说得最狠的一句：房东装修好房子租给你，住十年了你跟人说这房子是你的，房东把门锁换了，你还说尊重他。 这哪是尊重，这是被人当场抓包。 张碧晨转头就上《歌手》磨新歌。 以前她唱歌嘴角往两边扯，甜得没心眼。 现在镜头一切，眉头压着，眼神跟刀似的。 弹幕里全在说她面相变了，气质变硬了，一看就是跟人掰扯过的样子。 她不是不想唱《年轮》。 是汪苏泷收得干净利落，不走法律撕逼，不留任何翻盘余地。 她那句“永不唱”，表面是姿态，实际是被堵死收入路。 以前商演全靠这首歌保底，现在少一张王牌，热度跟真金白银都往下掉。 粉丝说她翻盘决心很大，路人人设崩了后，再拼也少了点天然共鸣。 她现在得一边硬磨新舞台，一边丢掉那个吃了十年的旧饭碗。 少一张王牌，多十倍累。 这个选择看着爽，实际算下来，两头都不好走。 L 张阳的日常的微博视频 收起 d,0,1,21,,2026-05-29 16:18:12
5302965005194105,https://weibo.com/6716996505/R1f8glNdT?refer_flag=1001030103_,张碧晨 年轮,05月26日 23:20,兔兔追星游,普通用户,你们有没有发现 张碧晨和汪苏泷撕过之后 明眼人都看得出来，她整个人不一样了，她的面相变凌厉了。 ​早年张碧晨气质柔和亲和，路人缘一直不错，和汪苏泷因年轮版权产生纠纷后，她的口碑受到一定影响，扛过长期舆论压力后，她的气场明显发生改变，整个人多了一层棱角感。 ​风波过后她没有沉寂，把大部分精力放在舞台打磨上，演唱的稳定度比之前提升很多，拿到的舞台资源质量也很高，观众对她专业能力的认可度正在稳步回升。 ​有过实际成长经历沉淀的女歌手，难道不比一直待在舒适圈的更有吸引力吗？ L 兔兔追星游的微博视频 收起 d,18,0,1,,2026-05-29 16:18:12
5302788156557401,https://weibo.com/7581170512/R1ax1rvSx?refer_flag=1001030103_,张碧晨 年轮,05月26日 11:38,好多鱼有鱼好多,普通用户,张碧晨承认自己跑调了， 这个其实很正常， 这是她代表作《年轮》被收回后，她为了这个舞台在赛前连夜重新打磨的全新编曲。 ​《Interstellar》早在2021年3月就已经正式发行，歌曲外文作曲由海外音乐人完成，但中文歌词由张碧晨独立填写，是她个人表达很强的原创作品。 ​她这次放弃了原版偏流行的编曲，换成了电子摇滚的风格，因为连续堆砌F5超高音，所以音乐跨度和演唱难度都是直接翻倍的。 ​有的音乐博主说了句实话，原本歌曲的难度其实根本不高，是她刻意把编曲难度给拉满了，自己给自己设置了地狱级挑战。 ​直播舞台本就充满不确定性，她出现的失误其实很正常，是她对自我的一次极致挑战。相信这个认真对待舞台的姑娘，一定会在历练中迎来属于自己的极致高光。 ​大家能理解她的失误吗？ L 好多鱼有鱼好多的微博视频 收起 d,0,1,1,,2026-05-29 16:18:12
5302759964280219,https://weibo.com/7534581206/R19NyhXtN?refer_flag=1001030103_,张碧晨 年轮,05月26日 09:45,娱圈会火,普通用户,你们有没有发现 张碧晨和汪苏泷撕过之后 明眼人都看得出来，她整个人不一样了，她的面相变凌厉了。 真正把这事推上争议点的，不是“脸变了”这三个字，而是她一上《歌手》，评论区又把当年的《年轮》版权风波翻了出来。一个是实力唱将，一个是被反复提起的旧争议，当“业务能力”撞上“口碑包袱”，观众看的就不只是唱功了。 很多人现在讨论张碧晨，已经不是单纯在聊舞台状态，而是在说一个很现实的问题：一场公开撕扯之后，艺人的外在气质，为什么会被大众自动解读成“人也变了”？尤其是《年轮》那次风波，当年两边吵得太凶，粉丝对冲、舆论站队、版权归属争议，全都叠在一起。最后汪苏泷收回版权，这件事在不少网友心里，几乎就成了一个很难抹掉的标签。 所以这次她再出现，哪怕只是正常营业，很多人也会先入为主。有人说她不是变凌厉了，是经历了争议之后，整个人的防备感更重了；也有人觉得，公众人物一旦在核心问题上翻过车，观众就会把她后续所有变化都往那个方向理解。说白了，大家看到的未必只是长相变化，更像是舆论后遗症。 而且这种变化最微妙的地方就在这儿：以前别人提张碧晨，先想到的是声音、代表作、情歌氛围；现在再提她，很多人第一反应先是版权风波，接着才轮到作品。顺序一变，观感就变了。不是她突然换了一张脸，而是大众看她的滤镜变了。滤镜一旦碎掉，连表情、气场、眼神，都会被重新解读。 当然，站在舞台竞争的角度看，张碧晨依然是有硬实力的，这点很多人并不否认。问题也恰恰在这儿：有实力的人，偏偏更容易被拿着“口碑”和“能力”反复拉扯。唱得好，观众会说这是基本盘；一旦状态一般，旧账马上就被翻出来。这就是公众人物最难的一点，业务不能停，但争议也不会自动消失。 这次不少人问她能不能翻红，核心其实不在“面相”两个字，更不在她看起来温不温柔，而在于观众愿不愿意把注意力重新放回作品本身。如果后续舞台持续稳定，能靠表现把讨论拉回唱功，她当然还有机会；但如果每次出现，舆论都还停在旧争议上，那翻红就不是一场节目能解决的事。 说到底，艺人想回到高光位置，靠的从来不只是露面，而是要先把公众最介意的那根刺慢慢拔掉。实力能撑住舞台，口碑才决定能走多远。你觉得张碧晨这次最难跨过去的，是《年轮》版权风波留下的影响，还是观众对她个人形象的固化判断？ L 娱圈会火的微博视频 收起 d,0,0,1,,2026-05-29 16:18:12
5302719108613466,https://weibo.com/7772829478/R18JEA8KS?refer_flag=1001030103_,张碧晨 年轮,05月26日 07:03,或許是淚痣貓,普通用户,你们有没有发现 张碧晨和汪苏泷撕过之后 明眼人都看得出来，她整个人不一样了，她的面相变凌厉了。 张碧晨和汪苏泷因为年轮的版权问题，两个人互撕得很厉害。 当时两家粉丝也吵得翻天覆地，最后是以汪苏泷收回版权结束。 不过版权这事，大部分网友都是站汪苏泷的，张碧晨的口碑，也随之崩塌。 这次张碧晨上歌手，不少人都觉得她变了，面相看起来都凌厉了。 以前的张碧晨不是很漂亮，但还是蛮甜美温柔的。 可现在整个人气质都变了，看起来不好惹又很精明的感觉，面相不讨喜了。 你们觉得张碧晨上歌手还能翻红吗？ L 或許是淚痣貓的微博视频 收起 d,0,1,20,,2026-05-29 16:18:12
5301106822615386,https://weibo.com/6042105350/R0sNcaYnE?refer_flag=1001030103_,张碧晨 年轮,05月25日 23:39 转赞人数超过60,桔子味的汽水熊,普通用户,十年版权费悬而未决的幕后故事 #张碧晨# #年轮# #张碧晨告别年轮# L 桔子味的汽水熊的微博视频 ​,5,12,142,张碧晨;张碧晨告别年轮,2026-05-29 16:18:15
5302586435175317,https://weibo.com/3832970740/R15hFlIkR?refer_flag=1001030103_,张碧晨 年轮,05月25日 22:16,圈内朋友看娱乐,媒体,你们有没有发现 张碧晨和汪苏泷撕过之后 明眼人都看得出来，她整个人不一样了，她的面相变凌厉了。 ​张碧晨和汪苏泷因为年轮的版权问题，两个人互撕得很厉害。 ​当时两家粉丝也吵得翻天覆地，最后是以汪苏泷收回版权结束。 ​不过版权这事，大部分网友都是站汪苏泷的，张碧晨的口碑，也随之崩塌。 ​这次张碧晨上歌手，不少人都觉得她变了，面相看起来都凌厉了。 ​以前的张碧晨不是很漂亮，但还是蛮甜美温柔的。 ​可现在整个人气质都变了，看起来不好惹又很精明的感觉，面相不讨喜了。 ​你们觉得张碧晨上歌手还能翻红吗？ L 圈内朋友看娱乐的微博视频 收起 d,0,0,1,,2026-05-29 16:18:15
5302564811970472,https://weibo.com/3212642182/R14IN8gBO?refer_flag=1001030103_,张碧晨 年轮,05月25日 20:50,深扒君,普通用户,咱孟姐到底是什么超绝体质啊！😂每一次内娱的大热闹从不缺席都能站在风暴中心！白鹿因跑男的言论被网友热议，而孟子义正好也参加了跑男！王鹤棣和沈月的“不舒服”学引爆全网！而孟子义不仅正好又跟王鹤棣在拍《将门毒后》，甚至还被传是她撺掇王鹤棣开撕沈月的！浪姐开播时李小冉的心愿便利贴刷屏网络，而当时的热门话题是让孟子义来踢馆！还有之前的明德事变，张昊玥虞书欣事件，汪苏泷张碧晨《年轮》事件，李荣浩和单依纯的版权大战等。不得不说咱孟姐真是腥风血雨体质啊！什么都没做话题却也一个都没落！ #疑似将门独后大投资跑了# L 深扒君的微博视频 收起 d,9,25,38,疑似将门独后大投资跑了,2026-05-29 16:18:15
5302482461000301,https://weibo.com/6260763482/R12zY4cdT?refer_flag=1001030103_,张碧晨 年轮,05月25日 15:23,听雨剑无痕,普通用户,张碧晨第二期真唱无事生非 就不枉我在贴吧豆瓣写软文 在年轮事件上力挺 ​,0,2,0,,2026-05-29 16:18:15
5302380058381250,https://weibo.com/5453217483/R0ZUNzals?refer_flag=1001030103_,张碧晨 年轮,05月25日 14:59 转赞人数超过10,赤心筑梦师,普通用户,#张碧晨也被因特斯黛拉洗脑了# 当张碧晨在音乐节上笑着说出“Interstellar在脑子里唱了后半宿”，这份坦然的“被洗脑”，恰是她与音乐深度较量的迷人证明。面对《歌手》舞台上高难度电子摇滚曲的挑战与瑕疵，她没有回避，而是选择在聚光灯下二次亮剑，用音乐节的稳定发挥完成了真诚的自我修正。 从《年轮》的宿命悲悯到《Interstellar》的星际穿越，她始终以“声音手术刀”般的精准，剖开情感的每一层维度。 此次挑战，不仅展现了其跨越韩式抒情与电子摇滚的广阔音域与强大声压，更印证了一位歌者将技术内化为生命体验的修炼——当“因特斯黛拉”的旋律成为她日夜萦绕的执念，我们看到的，是一位不愿被“OST女王”光环禁锢，始终在探索音乐边界的虔诚灵魂。 收起 d,0,19,23,张碧晨也被因特斯黛拉洗脑了,2026-05-29 16:18:15
5302438292882166,https://weibo.com/6513140803/R11qJc5My?refer_flag=1001030103_,张碧晨 年轮,05月25日 12:27,甜品稣,普通用户,#张碧晨告别年轮# 张碧晨直拍 L 甜品稣的微博视频 ​,0,1,18,张碧晨告别年轮,2026-05-29 16:18:15
5302246649897242,https://weibo.com/1768046883/R0WrCFwIW?refer_flag=1001030103_,张碧晨 年轮,05月25日 11:37 转赞人数超过30,小猫追星,普通用户,看完《歌手2026》，着实被如今的张碧晨刷新认知 以她的人气和作品热度，登台唱上一曲《凉凉》《年轮》，轻轻松松就能收获满堂喝彩，稳妥拿到不错名次，是所有人眼里的稳妥打法。 可她并没有选择吃情怀老本，反倒大胆跳出大众赋予的OST歌手标签，特意挑选冷门原创曲目登台演绎。 她也直言，不想一直被固有印象束缚，希望大家能看见真正潜心做音乐的自己。 时隔多年重返赛场，能明显感受到她身上的变化。褪去往日的拘谨青涩，如今舞台上从容淡定，演唱不刻意炫技拔高声调，歌声里沉淀出岁月赋予的沉稳力量。 一路走来经历过非议与沉淀，她始终坚守本心，不愿局限在熟悉的舒适圈，敢于不断突破尝试全新风格。 手握爆款金曲却不依赖热度，沉下心追寻音乐本心，这份勇气格外难得。 L 小猫追星的微博视频 收起 d,20,1,42,,2026-05-29 16:18:15
5302412736726478,https://weibo.com/3173511585/R10LvsdRA?refer_flag=1001030103_,张碧晨 年轮,05月25日 10:46,陈陈陈陈陈梦想,普通用户,#张碧晨也被因特斯黛拉洗脑了# 声入人心张碧晨：她用最具宿命感的嗓音唱出了独属自己的一片天地！ #一分钟精选视频扶持计划# #微博二创视频创作季# #跨界破圈热点共创# L 陈陈陈陈陈梦想的微博视频 ​,0,1,16,张碧晨也被因特斯黛拉洗脑了;一分钟精选视频扶持计划;微博二创视频创作季;跨界破圈热点共创,2026-05-29 16:18:15
