comment_id,source_post_id,source_post_url,publish_time,author_name,text_raw,text_clean,like_count,reply_count,platform,stance,frame,emotion,event_stage,keyword_hit,is_valid,crawl_time,stance_confidence,frame_confidence,confidence
5192134575523046,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 03:20:11 +0800 2025,小狗汁汪汪,这首也告别一下呢宝子[哈哈][哈哈][哈哈] http://t.cn/A6F7LYjS,这首也告别一下呢宝子,27069,0,weibo,unclear,copyright_authorization,unclear,response,,1,2026-05-30 11:37:02,0.3673,0.184,0.2756
5192384757634785,5192371266390237,https://weibo.com/1642591402/PCKZUqOol?refer_flag=1001030103_,Fri Jul 25 19:54:19 +0800 2025,panlp要阳光,我百度查了一下，不确定真实性哈，享有歌曲永久演唱权也要有著作权人授权才能合法演唱欸 http://t.cn/A6FZlJ4D,我百度查了一下，不确定真实性哈，享有歌曲永久演唱权也要有著作权人授权才能合法演唱欸,25909,754,weibo,neutral,legal_discussion,unclear,response,著作权;永久演唱权;授权,1,2026-05-30 13:35:54,1.0,0.2419,0.621
5192130529591482,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 03:04:06 +0800 2025,吸光地球氧气_,之前不回应，授权收回破如防，真够🍵的[可怜],之前不回应，授权收回破如防，真够的,25689,0,weibo,neutral,copyright_authorization,unclear,response,授权,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192123083129564,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 02:34:31 +0800 2025,一颗解药_洗白版,如果这个网站为标准的话 那么《梦幻诛仙的》唯一原唱就是汪苏泷了@张碧晨Studio ？ 还是你们打算双标？ http://t.cn/A6F7wO5p,如果这个网站为标准的话 那么《梦幻诛仙的》唯一原唱就是汪苏泷了 ？ 还是你们打算双标？,25442,326,weibo,support_wang,original_singer,unclear,response,唯一原唱,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192128613056922,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 02:56:29 +0800 2025,小汪软fufu的,我真纳闷我哥那么体面的人怎么有这种朋友呢？ http://t.cn/A6F722P7,我真纳闷我哥那么体面的人怎么有这种朋友呢？,23626,460,weibo,anti_fanwar,fan_conflict,unclear,response,,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192249390667067,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 10:56:25 +0800 2025,默默大夜猫,两个歌手还合唱过《年轮》，这事儿明明你们两个团队先沟通，就能解决……因为本来就是『双原唱』…项目如果左右传达出了问题，你们私下就能聊开。非要现在弄这么难堪……,两个歌手还合唱过《年轮》，这事儿明明你们两个团队先沟通，就能解决因为本来就是『双原唱』项目如果左右传达出了问题，你们私下就能聊开。非要现在弄这么难堪,23448,409,weibo,neutral,platform_meta,unclear,response,,1,2026-05-30 11:24:48,1.0,1.0,1.0
5192694164621845,5192687763849788,https://weibo.com/2318910945/PCTeog9vm?refer_flag=1001030103_,Sat Jul 26 16:23:47 +0800 2025,小王先生一米八,赵本山：你要说，指定比唱的好[doge],赵本山：你要说，指定比唱的好,21749,492,weibo,support_zhang,original_singer,unclear,response,,1,2026-05-30 14:09:21,1.0,1.0,1.0
5192119427792900,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 02:19:58 +0800 2025,张碧晨Studio,一场源于某博主的舆论争议，意外将一首陪伴听众十年的好作品推向风口浪尖，我们倍感遗憾。感谢十年前与《年轮》的相遇，也感谢过去十年《年轮》带来的共鸣、泪水与力量，值此《年轮》发行十周年之际，好好和这首作品告个别。,一场源于某博主的舆论争议，意外将一首陪伴听众十年的好作品推向风口浪尖，我们倍感遗憾。感谢十年前与《年轮》的相遇，也感谢过去十年《年轮》带来的共鸣、泪水与力量，值此《年轮》发行十周年之际，好好和这首作品告个别。,21131,6532,weibo,neutral,platform_meta,sad,response,争议,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192194706638490,5192180966884693,https://weibo.com/6004281123/PCG2YsT1r?refer_flag=1001030103_,Fri Jul 25 07:19:07 +0800 2025,蓝山雾,汪苏泷仅为作词作曲，真敢说啊[赞],汪苏泷仅为作词作曲，真敢说啊,20683,1592,weibo,neutral,creator_identity,unclear,response,作词作曲,1,2026-05-30 14:36:07,1.0,1.0,1.0
5192139839373699,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 03:41:06 +0800 2025,T_Silence温野菜菜子,你搞笑来的？唯一原唱？唱不了了吧？没版权了？笑死人了！,你搞笑来的？唯一原唱？唱不了了吧？没版权了？笑死人了！,20545,0,weibo,support_zhang,original_singer,mocking,response,唯一原唱,1,2026-05-30 11:46:37,1.0,1.0,1.0
5192195541829715,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 07:22:26 +0800 2025,蛰690,别告别啊，给你双原唱你不要，还牛哄哄说自己是唯一原唱了，拿起法律武器告他！！！这篇文谁发表的？张碧晨身边的反骨仔吗？缺心眼，整的跟韩国人一样,别告别啊，给你双原唱你不要，还牛哄哄说自己是唯一原唱了，拿起法律武器告他！！！这篇文谁发表的？张碧晨身边的反骨仔吗？缺心眼，整的跟韩国人一样,20228,308,weibo,neutral,legal_discussion,unclear,response,唯一原唱;法律,1,2026-05-30 11:37:02,1.0,0.1372,0.5686
5192252265333804,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 11:07:50 +0800 2025,三里屯大笨狗,张碧晨真的无妄之灾[泪奔]明明货真价实首发原唱，结果把歌唱火了wsl不认了，当年不也是《花千骨》明明只有张碧晨版本，wsl还要唱一个版本，以后谁敢收wsl的歌啊，他粉丝都会说你不是原唱的[允悲][允悲] http://t.cn/A6F7FCGI,张碧晨真的无妄之灾明明货真价实首发原唱，结果把歌唱火了wsl不认了，当年不也是《花千骨》明明只有张碧晨版本，wsl还要唱一个版本，以后谁敢收wsl的歌啊，他粉丝都会说你不是原唱的,19307,1589,weibo,neutral,copyright_authorization,unclear,response,粉丝,1,2026-05-30 11:24:48,1.0,1.0,1.0
5192118951740044,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 02:18:06 +0800 2025,7iiecho,唯一原唱！！！！没有双原唱！！！！妈呀你好硬气 ！！！！！[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪],唯一原唱！！！！没有双原唱！！！！妈呀你好硬气 ！！！！！,18885,2553,weibo,support_zhang,original_singer,unclear,response,唯一原唱,1,2026-05-30 11:37:02,1.0,1.0,1.0
5193051522729662,5193051066600340,https://weibo.com/5663510996/PD2GmrH36?refer_flag=1001030103_,Sun Jul 27 16:03:48 +0800 2025,吃瓜罗伯特,吃瓜也要明辨是非，尊重版权很重要哦~,吃瓜也要明辨是非，尊重版权很重要哦~,18080,291,weibo,support_wang,copyright_authorization,unclear,debate,,1,2026-05-30 14:04:15,1.0,1.0,1.0
5192694684715351,5192687763849788,https://weibo.com/2318910945/PCTeog9vm?refer_flag=1001030103_,Sat Jul 26 16:25:51 +0800 2025,小心我隔扣祢,做人不能自己都要骗[笑cry][笑cry][笑cry]到底旺仔小乔有你什么把柄[笑cry][笑cry][笑cry],做人不能自己都要骗到底旺仔小乔有你什么把柄,17224,795,weibo,neutral,legal_discussion,unclear,response,,1,2026-05-30 14:09:21,1.0,1.0,1.0
5192196827385298,5192180966884693,https://weibo.com/6004281123/PCG2YsT1r?refer_flag=1001030103_,Fri Jul 25 07:27:33 +0800 2025,阳光微凉风微热,呃呃，我一直以为他俩是好朋友，这只是一个网红的挑拨。这歌就是汪苏泷创作，双原唱，现在这咋还唯一原唱，彻底告别。。。什么操作。汪苏泷看到什么心情。。。,呃呃，我一直以为他俩是好朋友，这只是一个网红的挑拨。这歌就是汪苏泷创作，双原唱，现在这咋还唯一原唱，彻底告别。。。什么操作。汪苏泷看到什么心情。。。,15241,340,weibo,support_zhang,original_singer,unclear,response,唯一原唱,1,2026-05-30 14:36:07,1.0,1.0,1.0
5192184703485194,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 06:39:22 +0800 2025,冥月渡心,[允悲]是你们想告别吗，人家都不让唱了你这不告别了，真装啊烙铁,是你们想告别吗，人家都不让唱了你这不告别了，真装啊烙铁,14789,0,weibo,support_zhang,original_singer,unclear,response,,1,2026-05-30 11:46:33,1.0,1.0,1.0
5192126585372945,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 02:48:26 +0800 2025,小獭爱吃鸡翅,我看你他吗是疯了 下一秒和梦幻诛仙也别唱了[微笑],我看你他吗是疯了 下一秒和梦幻诛仙也别唱了,14630,97,weibo,support_zhang,original_singer,unclear,response,,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192233965585881,5192232709657176,https://weibo.com/5660519061/PCHoqEwgU?refer_flag=1001030103_,Fri Jul 25 09:55:07 +0800 2025,追踪小能手,汪苏泷方很体面，一直说双原唱，只有张碧晨方一直强调她是唯一原唱，咱就是说，版权在人家手里，她工作室是凭什么这么硬气的[允悲],汪苏泷方很体面，一直说双原唱，只有张碧晨方一直强调她是唯一原唱，咱就是说，版权在人家手里，她工作室是凭什么这么硬气的,13254,546,weibo,support_wang,copyright_authorization,unclear,response,唯一原唱,1,2026-05-30 13:53:57,1.0,1.0,1.0
5192130498660307,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 03:03:59 +0800 2025,当幸福降临时_l,在我看来男方粉丝从事情发生到现在为了维护双方利益一直强调双原唱 而女方只考虑自己有些还试图把舆论引到男方身上 我想如果是路人刷到这件事也会觉得女方做的有些不太体面了[跪了][跪了],在我看来男方粉丝从事情发生到现在为了维护双方利益一直强调双原唱 而女方只考虑自己有些还试图把舆论引到男方身上 我想如果是路人刷到这件事也会觉得女方做的有些不太体面了,12394,369,weibo,anti_fanwar,fan_conflict,unclear,response,路人;粉丝,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192133998019038,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 03:17:53 +0800 2025,吃烤肠的泡泡-ov-,就是这个画红线的地方看见了吗？[摊手][摊手][摊手] http://t.cn/A6F7L9NR,就是这个画红线的地方看见了吗？,12338,179,weibo,anti_fanwar,fan_conflict,supportive,response,,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192345213732101,5192314130530481,https://weibo.com/2318910945/PCJvL2e09?refer_flag=1001030103_,Fri Jul 25 17:17:11 +0800 2025,蚊子下鸡蛋,这事歪题都歪哪去了？问音乐的知识产权问到制作人那了也真够为难人的[鲜花]还不够清晰吗  不论最初是怎么选歌的 花千骨ost原生大碟里收录了汪苏泷张碧晨两个版本的《年轮》 ，试问一个原声大碟 可能会包含一个原唱一个翻唱吗？  《年轮》无可非议就是【双原唱】歌曲[鲜花] http://t.cn/A6FZ59S2,这事歪题都歪哪去了？问音乐的知识产权问到制作人那了也真够为难人的还不够清晰吗 不论最初是怎么选歌的 花千骨ost原生大碟里收录了汪苏泷张碧晨两个版本的《年轮》 ，试问一个原声大碟 可能会包含一个原唱一个翻唱吗？ 《年轮》无可非议就是【双原唱】歌曲,12239,1104,weibo,neutral,copyright_authorization,mocking,response,,1,2026-05-30 14:58:18,1.0,1.0,1.0
5192209641242726,5192205293585268,https://weibo.com/7874002693/PCGGdf2GU?refer_flag=1001030103_,Fri Jul 25 08:18:27 +0800 2025,哇啦哩啦泷,汪苏泷方一直就是说的双原唱啊！张那边不承认嘛，那好吧，干脆别唱了,汪苏泷方一直就是说的双原唱啊！张那边不承认嘛，那好吧，干脆别唱了,10949,791,weibo,support_zhang,original_singer,unclear,response,,1,2026-05-30 19:37:06,1.0,1.0,1.0
5192373727921211,5192371266390237,https://weibo.com/1642591402/PCKZUqOol?refer_flag=1001030103_,Fri Jul 25 19:10:29 +0800 2025,张碧晨对我动心了么,不是不能唱，而是不想唱了[舔屏] http://t.cn/A6FZCuuw,不是不能唱，而是不想唱了,10198,1294,weibo,anti_fanwar,fan_conflict,unclear,response,,1,2026-05-30 13:50:31,1.0,1.0,1.0
5192586907618683,5192585713025889,https://weibo.com/6867350206/PCQzNcHaF?refer_flag=1001030103_,Sat Jul 26 09:17:35 +0800 2025,今天吃饺子了吗__,所以说汪苏泷体面人,所以说汪苏泷体面人,9675,172,weibo,unclear,fan_conflict,unclear,response,,1,2026-05-30 19:54:59,0.3554,0.2454,0.3004
5192695519382331,5192687763849788,https://weibo.com/2318910945/PCTeog9vm?refer_flag=1001030103_,Sat Jul 26 16:29:10 +0800 2025,杰西Jessie0608,她还装上了,她还装上了,9596,254,weibo,unclear,fan_conflict,unclear,response,,1,2026-05-30 14:09:21,0.2785,0.2079,0.2432
5192255142364965,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 11:19:16 +0800 2025,梨子小花茶,因为网红一句挑拨闹成这样体面吗？,因为网红一句挑拨闹成这样体面吗？,9546,0,weibo,anti_fanwar,fan_conflict,unclear,response,,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192250852115777,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 11:02:13 +0800 2025,Pin-kele,妈呀是张想告别吗，是人家不让你们唱了，破如防的说告别，哈哈哈哈哈,妈呀是张想告别吗，是人家不让你们唱了，破如防的说告别，哈哈哈哈哈,9482,111,weibo,support_zhang,original_singer,mocking,response,,1,2026-05-30 11:24:48,1.0,1.0,1.0
5192195785098289,5192180966884693,https://weibo.com/6004281123/PCG2YsT1r?refer_flag=1001030103_,Fri Jul 25 07:23:24 +0800 2025,全世界陪我食绵,拿一份不负任何法律责任的网站就出来发声明了，照张碧晨工作室的说法，该网站可查到梦幻诛仙的原唱也只有汪苏泷一人这怎么解释[作揖],拿一份不负任何法律责任的网站就出来发声明了，照张碧晨工作室的说法，该网站可查到梦幻诛仙的原唱也只有汪苏泷一人这怎么解释,9468,182,weibo,neutral,legal_discussion,unclear,response,法律;声明,1,2026-05-30 14:36:07,1.0,0.1485,0.5742
5192250742015655,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 11:01:47 +0800 2025,你的关键词小鹏,是她要告别吗？[doge] 别人汪苏泷不给你唱，你说告别？[doge][doge][doge],是她要告别吗？ 别人汪苏泷不给你唱，你说告别？,9388,278,weibo,support_zhang,original_singer,unclear,response,,1,2026-05-30 11:24:48,1.0,1.0,1.0
5193052880899089,5193051066600340,https://weibo.com/5663510996/PD2GmrH36?refer_flag=1001030103_,Sun Jul 27 16:09:12 +0800 2025,吾儿蒋华强,如果不是汪苏泷哪有这首歌[可爱],如果不是汪苏泷哪有这首歌,9383,553,weibo,neutral,copyright_authorization,unclear,debate,,1,2026-05-30 14:04:15,1.0,1.0,1.0
5192124665954642,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 02:40:48 +0800 2025,獭是腮泷斯,请解释一下呢[可怜] http://t.cn/A6F7A7qq,请解释一下呢,9183,95,weibo,unclear,fan_conflict,unclear,response,,1,2026-05-30 11:37:02,0.3397,0.209,0.2744
5192385118080505,5192371266390237,https://weibo.com/1642591402/PCKZUqOol?refer_flag=1001030103_,Fri Jul 25 19:55:45 +0800 2025,你万妈,望周知，年轮是汪苏泷创作，一切他说了算，其他人小作文没意义[爱你] http://t.cn/A6FZlpY9,望周知，年轮是汪苏泷创作，一切他说了算，其他人小作文没意义,8994,393,weibo,anti_fanwar,fan_conflict,unclear,response,,1,2026-05-30 13:35:15,1.0,1.0,1.0
5192380877638624,5192371266390237,https://weibo.com/1642591402/PCKZUqOol?refer_flag=1001030103_,Fri Jul 25 19:38:54 +0800 2025,间歇失忆症的鱼,我宣布我依法享有在全球范围内的ktv内永久演唱《年轮》的权利，出于尊重和自我选择，我以后不在演唱会演唱该歌曲。哈哈哈哈哈,我宣布我依法享有在全球范围内的ktv内永久演唱《年轮》的权利，出于尊重和自我选择，我以后不在演唱会演唱该歌曲。哈哈哈哈哈,8519,0,weibo,neutral,copyright_authorization,mocking,response,,1,2026-05-30 13:42:07,1.0,1.0,1.0
5192121638453533,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 02:28:46 +0800 2025,-Harbeth,原唱又能怎么样 还不是唱不了了,原唱又能怎么样 还不是唱不了了,8289,210,weibo,support_zhang,original_singer,unclear,response,,1,2026-05-30 11:37:02,1.0,1.0,1.0
5192254998452896,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 11:18:42 +0800 2025,漫漫来财,是你们姐背刺翻桌，人家汪苏泷一直没有否认张，是你们张想抹掉人家，,是你们姐背刺翻桌，人家汪苏泷一直没有否认张，是你们张想抹掉人家，,8195,0,weibo,anti_fanwar,fan_conflict,unclear,response,,1,2026-05-30 11:24:48,1.0,1.0,1.0
5192194245263518,5192180966884693,https://weibo.com/6004281123/PCG2YsT1r?refer_flag=1001030103_,Fri Jul 25 07:17:16 +0800 2025,小名大王,非要自称唯一原唱，让你再也唱不了了[good],非要自称唯一原唱，让你再也唱不了了,7513,355,weibo,support_wang,original_singer,unclear,response,唯一原唱,1,2026-05-30 14:57:03,1.0,1.0,1.0
5192189275537615,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 06:57:32 +0800 2025,阿也_QQQ,告别的不止一首哈[拜拜],告别的不止一首哈,7193,0,weibo,unclear,fan_conflict,unclear,response,,1,2026-05-30 11:46:31,0.2869,0.1966,0.2418
5192393236418983,5192371266390237,https://weibo.com/1642591402/PCKZUqOol?refer_flag=1001030103_,Fri Jul 25 20:28:00 +0800 2025,小艾啾,就是说我们都有永久演唱权是吗 都能在家哼哼[笑cry] 这姐真的太逗了,就是说我们都有永久演唱权是吗 都能在家哼哼 这姐真的太逗了,7056,0,weibo,neutral,legal_discussion,mocking,response,永久演唱权,1,2026-05-30 13:36:57,1.0,0.1977,0.5988
5192268446172814,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 12:12:08 +0800 2025,薄荷柠檬檬巴斯克,歌不是她唱火的，火的是花千骨，换别人唱这首歌照样火,歌不是她唱火的，火的是花千骨，换别人唱这首歌照样火,7021,0,weibo,anti_fanwar,fan_conflict,unclear,response,,1,2026-05-30 11:24:48,1.0,1.0,1.0
5192217318657322,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 08:48:58 +0800 2025,烤面包二片,这么牛的《唯一原唱》那咋就《告别》了呢[可怜],这么牛的《唯一原唱》那咋就《告别》了呢,6695,0,weibo,support_wang,original_singer,unclear,response,唯一原唱,1,2026-05-30 11:46:04,1.0,1.0,1.0
5192135676789006,5192118454714744,https://weibo.com/5661606921/PCEq9jMwg?refer_flag=1001030103_,Fri Jul 25 03:24:33 +0800 2025,-泷丽dance_,大姐版权费补完再跑路哈 演唱会好心没要的也还一下 撕破脸咱就体面点 别得了便宜还卖乖,大姐版权费补完再跑路哈 演唱会好心没要的也还一下 撕破脸咱就体面点 别得了便宜还卖乖,6663,0,weibo,neutral,copyright_authorization,unclear,response,,1,2026-05-30 11:37:02,1.0,1.0,1.0
5193053419866153,5193051066600340,https://weibo.com/5663510996/PD2GmrH36?refer_flag=1001030103_,Sun Jul 27 16:11:20 +0800 2025,洛雪妖泷,哈哈本来是双原唱不挺好，张一直说是唯一，你没看懂吧,哈哈本来是双原唱不挺好，张一直说是唯一，你没看懂吧,6532,119,weibo,support_zhang,original_singer,mocking,debate,,1,2026-05-30 14:04:15,1.0,1.0,1.0
5192253326756069,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 11:12:03 +0800 2025,面包鎕,不是这个是人家收回版权了[笑cry] 她在这里告别是硬找面子吗[笑cry],不是这个是人家收回版权了 她在这里告别是硬找面子吗,6303,34,weibo,neutral,copyright_authorization,unclear,response,,1,2026-05-30 11:24:48,1.0,1.0,1.0
5192264193676107,5192245323497937,https://weibo.com/2378564111/PCHIMeFYl?refer_flag=1001030103_,Fri Jul 25 11:55:14 +0800 2025,布梨食_,张碧晨已经够体面了，自己作为原唱把歌唱火了，结果汪苏泷因为网红把歌收回了。有点像飞儿乐队不让詹雯婷唱绝爱[泪奔],张碧晨已经够体面了，自己作为原唱把歌唱火了，结果汪苏泷因为网红把歌收回了。有点像飞儿乐队不让詹雯婷唱绝爱,6279,356,weibo,anti_fanwar,fan_conflict,mocking,response,,1,2026-05-30 11:24:48,1.0,1.0,1.0
5192211269420316,5192205293585268,https://weibo.com/7874002693/PCGGdf2GU?refer_flag=1001030103_,Fri Jul 25 08:24:56 +0800 2025,88号荔枝小羊,泷本来强调双原唱，张非说自己是唯一原唱，那我们只好收回版权了啊[挤眼],泷本来强调双原唱，张非说自己是唯一原唱，那我们只好收回版权了啊,6150,437,weibo,support_wang,original_singer,unclear,response,唯一原唱,1,2026-05-30 19:37:06,1.0,1.0,1.0
